,Latent_Dim47,category,description
"('cbcl_q74_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,"Showing off or clowning Le gusta llamar la atención o hacerse el/la payaso(a), gracioso(a)"
"('cbcl_q74_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,"Showing off or clowning Le gusta llamar la atención o hacerse el/la payaso(a), gracioso(a)"
"('cbcl_q74_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,"Showing off or clowning Le gusta llamar la atención o hacerse el/la payaso(a), gracioso(a)"
"('cbcl_q74_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,"Showing off or clowning Le gusta llamar la atención o hacerse el/la payaso(a), gracioso(a)"
"('cbcl_q74_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,"Showing off or clowning Le gusta llamar la atención o hacerse el/la payaso(a), gracioso(a)"
"('cbcl_q74_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,"Showing off or clowning Le gusta llamar la atención o hacerse el/la payaso(a), gracioso(a)"
"('cbcl_q71_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Self-conscious or easily embarrassed Se cohíbe y se avergüenza con facilidad
"('tlfb_caff', 'baseline_year_1_arm_1')_0.0",0.0,Substance Use,"Have you heard of ____ caffeine, which is found in coffee, tea, energy drinks, and some soda?"
"('tlfb_caff', 'baseline_year_1_arm_1')_1.0",0.0,Substance Use,"Have you heard of ____ caffeine, which is found in coffee, tea, energy drinks, and some soda?"
"('cbcl_q71_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Self-conscious or easily embarrassed Se cohíbe y se avergüenza con facilidad
"('tlfb_inhalant', 'baseline_year_1_arm_1')_0.0",0.0,Substance Use,"Have you heard of ____ Sniffing liquids, sprays and or other products to get high?"
"('cbcl_q71_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,Self-conscious or easily embarrassed Se cohíbe y se avergüenza con facilidad
"('cbcl_q69_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,"Secretive, keeps things to self Reservado(a); se calla todo"
"('cbcl_q69_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,"Secretive, keeps things to self Reservado(a); se calla todo"
"('cbcl_q69_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,"Secretive, keeps things to self Reservado(a); se calla todo"
"('cbcl_q69_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,"Secretive, keeps things to self Reservado(a); se calla todo"
"('cbcl_q69_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,"Secretive, keeps things to self Reservado(a); se calla todo"
"('cbcl_q69_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,"Secretive, keeps things to self Reservado(a); se calla todo"
"('cbcl_q68_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Screams a lot Grita mucho
"('cbcl_q68_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Screams a lot Grita mucho
"('cbcl_q68_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Screams a lot Grita mucho
"('cbcl_q68_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Screams a lot Grita mucho
"('tlfb_inhalant', 'baseline_year_1_arm_1')_1.0",0.0,Substance Use,"Have you heard of ____ Sniffing liquids, sprays and or other products to get high?"
"('cbcl_q75_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Too shy or timid Demasiado tímido(a)
"('cbcl_q75_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Too shy or timid Demasiado tímido(a)
"('cbcl_q75_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Too shy or timid Demasiado tímido(a)
"('tlfb_tob', 'baseline_year_1_arm_1')_1.0",0.0,Substance Use,"Have you heard of ____ tobacco products, such as cigarettes, smokeless tobacco, cigars, hookah, electronic or e-cigarettes?"
"('cbcl_q79_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Speech problem  Problemas con el habla (describa)
"('cbcl_q79_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Speech problem  Problemas con el habla (describa)
"('cbcl_q79_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,Speech problem  Problemas con el habla (describa)
"('cbcl_q78_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Inattentive or easily distracted  No presta atención o se distrae fácilmente
"('cbcl_q78_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Inattentive or easily distracted  No presta atención o se distrae fácilmente
"('cbcl_q78_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Inattentive or easily distracted  No presta atención o se distrae fácilmente
"('cbcl_q78_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Inattentive or easily distracted  No presta atención o se distrae fácilmente
"('cbcl_q78_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Inattentive or easily distracted  No presta atención o se distrae fácilmente
"('cbcl_q78_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,Inattentive or easily distracted  No presta atención o se distrae fácilmente
"('cbcl_q77_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Sleeps more than most kids during day and/or night Duerme más que la mayoría de los/las niños(as)/jóvenes durante el día y/o la noche
"('cbcl_q77_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Sleeps more than most kids during day and/or night Duerme más que la mayoría de los/las niños(as)/jóvenes durante el día y/o la noche
"('cbcl_q76_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Sleeps less than most kids Duerme menos que la mayoría de los/las niños(as)/jóvenes
"('cbcl_q75_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Too shy or timid Demasiado tímido(a)
"('cbcl_q76_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Sleeps less than most kids Duerme menos que la mayoría de los/las niños(as)/jóvenes
"('tlfb_mj', 'baseline_year_1_arm_1')_0.0",0.0,Substance Use,"Have you heard of ____ marijuana, weed, pot, blunts, dabs, marijuana drinks or food with marijuana?"
"('tlfb_mj', 'baseline_year_1_arm_1')_1.0",0.0,Substance Use,"Have you heard of ____ marijuana, weed, pot, blunts, dabs, marijuana drinks or food with marijuana?"
"('cbcl_q76_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Sleeps less than most kids Duerme menos que la mayoría de los/las niños(as)/jóvenes
"('tlfb_mj_synth', 'baseline_year_1_arm_1')_0.0",0.0,Substance Use,Have you heard of ____ fake or synthetic marijuana such as K2 or spice?
"('tlfb_mj_synth', 'baseline_year_1_arm_1')_1.0",0.0,Substance Use,Have you heard of ____ fake or synthetic marijuana such as K2 or spice?
"('cbcl_q76_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Sleeps less than most kids Duerme menos que la mayoría de los/las niños(as)/jóvenes
"('cbcl_q76_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Sleeps less than most kids Duerme menos que la mayoría de los/las niños(as)/jóvenes
"('cbcl_q76_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,Sleeps less than most kids Duerme menos que la mayoría de los/las niños(as)/jóvenes
"('tlfb_bitta', 'baseline_year_1_arm_1')_0.0",0.0,Substance Use,Have you heard of ____ Bittamugen or byphoditin?
"('tlfb_bitta', 'baseline_year_1_arm_1')_1.0",0.0,Substance Use,Have you heard of ____ Bittamugen or byphoditin?
"('cbcl_q50_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Too fearful or anxious Demasiado ansioso(a) o miedoso(a)
"('cbcl_q50_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Too fearful or anxious Demasiado ansioso(a) o miedoso(a)
"('cbcl_q50_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Too fearful or anxious Demasiado ansioso(a) o miedoso(a)
"('bisbas3_y', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I am hurt when people scold me or tell me that I do something wrong.
"('cbcl_q25_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Doesn't get along with other kids No se lleva bien con otros niños(as)/jóvenes
"('cbcl_q25_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Doesn't get along with other kids No se lleva bien con otros niños(as)/jóvenes
"('cbcl_q25_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Doesn't get along with other kids No se lleva bien con otros niños(as)/jóvenes
"('cbcl_q25_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,Doesn't get along with other kids No se lleva bien con otros niños(as)/jóvenes
"('cbcl_q24_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Doesn't eat well No come bien
"('bisbas3_y', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I am hurt when people scold me or tell me that I do something wrong.
"('cbcl_q24_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Doesn't eat well No come bien
"('cbcl_q24_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Doesn't eat well No come bien
"('bisbas3_y', 'baseline_year_1_arm_1')_3.0",0.0,Deep Phenotyping Assessments,I am hurt when people scold me or tell me that I do something wrong.
"('bisbas4_y', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I feel pretty upset when I think that someone is angry with me.
"('cbcl_q23_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Disobedient at school Desobedece en la escuela
"('cbcl_q23_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Disobedient at school Desobedece en la escuela
"('cbcl_q23_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Disobedient at school Desobedece en la escuela
"('cbcl_q23_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Disobedient at school Desobedece en la escuela
"('cbcl_q23_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Disobedient at school Desobedece en la escuela
"('cbcl_q23_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,Disobedient at school Desobedece en la escuela
"('cbcl_q22_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Disobedient at home  Desobedece en casa
"('cbcl_q22_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Disobedient at home  Desobedece en casa
"('cbcl_q22_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Disobedient at home  Desobedece en casa
"('cbcl_q22_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Disobedient at home  Desobedece en casa
"('cbcl_q22_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Disobedient at home  Desobedece en casa
"('cbcl_q22_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,Disobedient at home  Desobedece en casa
"('cbcl_q21_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Destroys things belonging to their family or others
"('cbcl_q21_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Destroys things belonging to their family or others
"('cbcl_q21_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Destroys things belonging to their family or others
"('cbcl_q26_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,Doesn't seem to feel guilty after misbehaving No parece sentirse culpable después de portarse mal
"('cbcl_q26_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Doesn't seem to feel guilty after misbehaving No parece sentirse culpable después de portarse mal
"('bisbas1_y', 'baseline_year_1_arm_1')_3.0",0.0,Deep Phenotyping Assessments,I usually get very tense when I think something unpleasant is going to happen.
"('cbcl_q26_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Doesn't seem to feel guilty after misbehaving No parece sentirse culpable después de portarse mal
"('bisbas2_y', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I worry about making mistakes.
"('cbcl_q29_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,"Fears certain animals, situations, or places, other than school Tiene miedo de ciertas situaciones, animales o lugares (no incluya la escuela)"
"('cbcl_q29_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,"Fears certain animals, situations, or places, other than school Tiene miedo de ciertas situaciones, animales o lugares (no incluya la escuela)"
"('bisbas2_y', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I worry about making mistakes.
"('cbcl_q29_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,"Fears certain animals, situations, or places, other than school Tiene miedo de ciertas situaciones, animales o lugares (no incluya la escuela)"
"('cbcl_q29_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,"Fears certain animals, situations, or places, other than school Tiene miedo de ciertas situaciones, animales o lugares (no incluya la escuela)"
"('cbcl_q29_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,"Fears certain animals, situations, or places, other than school Tiene miedo de ciertas situaciones, animales o lugares (no incluya la escuela)"
"('cbcl_q29_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,"Fears certain animals, situations, or places, other than school Tiene miedo de ciertas situaciones, animales o lugares (no incluya la escuela)"
"('cbcl_q28_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,"Breaks rules at home, school or elsewhere  No respeta/rompe las reglas en casa, en la escuela, o en otro lugar"
"('cbcl_q28_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,"Breaks rules at home, school or elsewhere  No respeta/rompe las reglas en casa, en la escuela, o en otro lugar"
"('cbcl_q28_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,"Breaks rules at home, school or elsewhere  No respeta/rompe las reglas en casa, en la escuela, o en otro lugar"
"('cbcl_q28_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,"Breaks rules at home, school or elsewhere  No respeta/rompe las reglas en casa, en la escuela, o en otro lugar"
"('cbcl_q28_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,"Breaks rules at home, school or elsewhere  No respeta/rompe las reglas en casa, en la escuela, o en otro lugar"
"('cbcl_q28_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,"Breaks rules at home, school or elsewhere  No respeta/rompe las reglas en casa, en la escuela, o en otro lugar"
"('cbcl_q27_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Easily jealous Se pone celoso(a) facilmente
"('cbcl_q27_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Easily jealous Se pone celoso(a) facilmente
"('bisbas2_y', 'baseline_year_1_arm_1')_3.0",0.0,Deep Phenotyping Assessments,I worry about making mistakes.
"('bisbas3_y', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I am hurt when people scold me or tell me that I do something wrong.
"('cbcl_q27_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Easily jealous Se pone celoso(a) facilmente
"('cbcl_q27_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Easily jealous Se pone celoso(a) facilmente
"('cbcl_q27_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Easily jealous Se pone celoso(a) facilmente
"('cbcl_q27_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,Easily jealous Se pone celoso(a) facilmente
"('cbcl_q26_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Doesn't seem to feel guilty after misbehaving No parece sentirse culpable después de portarse mal
"('cbcl_q26_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Doesn't seem to feel guilty after misbehaving No parece sentirse culpable después de portarse mal
"('cbcl_q26_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Doesn't seem to feel guilty after misbehaving No parece sentirse culpable después de portarse mal
"('cbcl_q21_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,Destroys things belonging to their family or others
"('cbcl_q20_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Destroys their own things
"('cbcl_q20_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Destroys their own things
"('cbcl_q20_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Destroys their own things
"('cbcl_q12_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Complains of loneliness Se queja de que se siente solo(a)
"('bisbas6_y', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I feel worried when I have done poorly at something.
"('bisbas6_y', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I feel worried when I have done poorly at something.
"('cbcl_q12_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Complains of loneliness Se queja de que se siente solo(a)
"('bisbas6_y', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I feel worried when I have done poorly at something.
"('bisbas6_y', 'baseline_year_1_arm_1')_3.0",0.0,Deep Phenotyping Assessments,I feel worried when I have done poorly at something.
"('bisbas7_y', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I am very fearful compared to my friends.
"('bisbas7_y', 'baseline_year_1_arm_1')_1.0",0.0,Deep Phenotyping Assessments,I am very fearful compared to my friends.
"('cbcl_q11_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Clings to adults or too dependent Es demasiado dependiente o apegado(a) a los adultos
"('bisbas7_y', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I am very fearful compared to my friends.
"('cbcl_q11_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Clings to adults or too dependent Es demasiado dependiente o apegado(a) a los adultos
"('bisbas7_y', 'baseline_year_1_arm_1')_3.0",0.0,Deep Phenotyping Assessments,I am very fearful compared to my friends.
"('cbcl_q11_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Clings to adults or too dependent Es demasiado dependiente o apegado(a) a los adultos
"('bisbas8_y', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I feel excited and full of energy when I get something that I want.
"('cbcl_q11_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Clings to adults or too dependent Es demasiado dependiente o apegado(a) a los adultos
"('cbcl_q11_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Clings to adults or too dependent Es demasiado dependiente o apegado(a) a los adultos
"('cbcl_q11_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,Clings to adults or too dependent Es demasiado dependiente o apegado(a) a los adultos
"('cbcl_q10_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,"Can't sit still, restless, or hyperactive No puede quedarse quieto(a); es inquieto(a) o hiperactivo(a)"
"('cbcl_q10_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,"Can't sit still, restless, or hyperactive No puede quedarse quieto(a); es inquieto(a) o hiperactivo(a)"
"('cbcl_q10_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,"Can't sit still, restless, or hyperactive No puede quedarse quieto(a); es inquieto(a) o hiperactivo(a)"
"('cbcl_q10_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,"Can't sit still, restless, or hyperactive No puede quedarse quieto(a); es inquieto(a) o hiperactivo(a)"
"('cbcl_q10_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,"Can't sit still, restless, or hyperactive No puede quedarse quieto(a); es inquieto(a) o hiperactivo(a)"
"('cbcl_q10_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,"Can't sit still, restless, or hyperactive No puede quedarse quieto(a); es inquieto(a) o hiperactivo(a)"
"('cbcl_q09_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Can't get their mind off certain thoughts; obsessions
"('cbcl_q09_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Can't get their mind off certain thoughts; obsessions
"('bisbas4_y', 'baseline_year_1_arm_1')_3.0",0.0,Deep Phenotyping Assessments,I feel pretty upset when I think that someone is angry with me.
"('cbcl_q13_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,Confused or seems to be in a fog Está confundido(a) o parece como si estuviera en las nubes
"('cbcl_q13_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Confused or seems to be in a fog Está confundido(a) o parece como si estuviera en las nubes
"('cbcl_q17_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Daydreams or gets lost in their thoughts
"('cbcl_q20_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,Destroys their own things
"('cbcl_q19_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Demands a lot of attention Exige mucha atención
"('cbcl_q19_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Demands a lot of attention Exige mucha atención
"('cbcl_q19_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Demands a lot of attention Exige mucha atención
"('cbcl_q19_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Demands a lot of attention Exige mucha atención
"('cbcl_q19_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,Demands a lot of attention Exige mucha atención
"('cbcl_q17_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Daydreams or gets lost in their thoughts
"('cbcl_q17_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Daydreams or gets lost in their thoughts
"('medhx_6a', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,Has she/he ever been to a doctor for any of these things… Broken Bones Fracturas
"('bisbas4_y', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I feel pretty upset when I think that someone is angry with me.
"('cbcl_q17_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Daydreams or gets lost in their thoughts
"('cbcl_q17_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,Daydreams or gets lost in their thoughts
"('cbcl_q13_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Confused or seems to be in a fog Está confundido(a) o parece como si estuviera en las nubes
"('cbcl_q16_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,"Cruelty, bullying, or meanness to others Es cruel, abusador(a), y malo(a) con los demás"
"('cbcl_q16_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,"Cruelty, bullying, or meanness to others Es cruel, abusador(a), y malo(a) con los demás"
"('cbcl_q16_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,"Cruelty, bullying, or meanness to others Es cruel, abusador(a), y malo(a) con los demás"
"('cbcl_q16_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,"Cruelty, bullying, or meanness to others Es cruel, abusador(a), y malo(a) con los demás"
"('cbcl_q14_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Cries a lot Llora mucho
"('cbcl_q14_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Cries a lot Llora mucho
"('cbcl_q14_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Cries a lot Llora mucho
"('cbcl_q14_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Cries a lot Llora mucho
"('cbcl_q14_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Cries a lot Llora mucho
"('cbcl_q14_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,Cries a lot Llora mucho
"('cbcl_q13_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Confused or seems to be in a fog Está confundido(a) o parece como si estuviera en las nubes
"('bisbas2_y', 'baseline_year_1_arm_1')_0.0",0.0,Deep Phenotyping Assessments,I worry about making mistakes.
"('bisbas1_y', 'baseline_year_1_arm_1')_2.0",0.0,Deep Phenotyping Assessments,I usually get very tense when I think something unpleasant is going to happen.
"('cbcl_q50_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Too fearful or anxious Demasiado ansioso(a) o miedoso(a)
"('cbcl_q45_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,"Nervous, highstrung, or tense Nervioso(a), tenso(a)"
"('cbcl_q45_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,"Nervous, highstrung, or tense Nervioso(a), tenso(a)"
"('cbcl_q45_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,"Nervous, highstrung, or tense Nervioso(a), tenso(a)"
"('cbcl_q44_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Bites fingernails Se come/muerde las uñas
"('cbcl_q44_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Bites fingernails Se come/muerde las uñas
"('cbcl_q44_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Bites fingernails Se come/muerde las uñas
"('cbcl_q44_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Bites fingernails Se come/muerde las uñas
"('cbcl_q44_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Bites fingernails Se come/muerde las uñas
"('cbcl_q44_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Behavior,Bites fingernails Se come/muerde las uñas
"('cbcl_q43_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Lying or cheating Dice mentiras o hace trampas
"('cbcl_q43_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Lying or cheating Dice mentiras o hace trampas
"('cbcl_q43_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Lying or cheating Dice mentiras o hace trampas
"('cbcl_q43_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Lying or cheating Dice mentiras o hace trampas
"('path_alc_youth4', 'baseline_year_1_arm_1')_3.0",0.0,Substance Use,Do you think you will try a tobacco product soon?
"('path_alc_youth4', 'baseline_year_1_arm_1')_4.0",0.0,Substance Use,Do you think you will try a tobacco product soon?
"('cbcl_q42_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Would rather be alone than with others Prefiere estar solo(a) que con otras personas
"('cbcl_q42_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Would rather be alone than with others Prefiere estar solo(a) que con otras personas
"('cbcl_q42_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Would rather be alone than with others Prefiere estar solo(a) que con otras personas
"('path_alc_youth4', 'baseline_year_1_arm_1')_5.0",0.0,Substance Use,Do you think you will try a tobacco product soon?
"('cbcl_q42_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Would rather be alone than with others Prefiere estar solo(a) que con otras personas
"('path_alc_youth7', 'baseline_year_1_arm_1')_3.0",0.0,Substance Use,"If one of your best friends were to offer you a tobacco product, would you try it?"
"('cbcl_q41_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,Impulsive or acts without thinking Impulsivo(a); actúa sin pensar
"('cbcl_q41_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,Impulsive or acts without thinking Impulsivo(a); actúa sin pensar
"('cbcl_q41_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Impulsive or acts without thinking Impulsivo(a); actúa sin pensar
"('cbcl_q41_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,Impulsive or acts without thinking Impulsivo(a); actúa sin pensar
"('cbcl_q41_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Impulsive or acts without thinking Impulsivo(a); actúa sin pensar
"('cbcl_q45_p', '1_year_follow_up_y_arm_1')_2.0",0.0,Behavior,"Nervous, highstrung, or tense Nervioso(a), tenso(a)"
"('cbcl_q45_p', 'baseline_year_1_arm_1')_1.0",0.0,Behavior,"Nervous, highstrung, or tense Nervioso(a), tenso(a)"
"('cbcl_q30_p', 'baseline_year_1_arm_1')_0.0",0.0,Behavior,Fears going to school Le da miedo ir a la escuela
"('cbcl_q45_p', 'baseline_year_1_arm_1')_2.0",0.0,Behavior,"Nervous, highstrung, or tense Nervioso(a), tenso(a)"
"('cbcl_q50_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Behavior,Too fearful or anxious Demasiado ansioso(a) o miedoso(a)
