,Latent_Dim42,category,description
"('sai_ss_tennis_nyr_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,Tennis
"('sai_ss_tennis_nyr_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,Tennis
"('ple_new_sib_y', '1_year_follow_up_y_arm_1')_0.0",0.0,Life Events,Got new brother or sister?
"('medhx_6e', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Other Serious Wounds /Otras heridas graves"
"('medhx_2d', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,Has she/he ever been to a doctor for any of these things…Bronchitis /Bronquitus
"('sai_ss_wpolo_tspent_p', 'baseline_year_1_arm_1')_6.0",0.0,Extracurricular,"Swimming, Water Polo: About how many minutes per session?"
"('medhx_1b', 'baseline_year_1_arm_1')_6.0",0.0,Medical History,"has your child been to see a doctor, nurse, nurse practitioner, dentist, or any other health professional like that, OTHER than for regular checkups. What about the rest of his/her life before the past year? / ¿Y durante el resto de su vida antes del último año?"
"('medhx_6c', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Cuts or Scrapes /Cortadas o rasguños"
"('medhx_6d', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Stitches /Suturas"
"('medhx_2s', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,Has she/he ever been to a doctor for any of these things…Any Other Illness /Cualquier otra enfermedad
"('medhx_4a', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,Has he/she been to an emergency room in the past year? / ¿Su niño(a) ha visitado una sala de emergencias en el último año?
"('medhx_2s', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,Has she/he ever been to a doctor for any of these things…Any Other Illness /Cualquier otra enfermedad
"('medhx_2i', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,Has she/he ever been to a doctor for any of these things… Hearing Problem Problema Auditivo
"('medhx_1b', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,"has your child been to see a doctor, nurse, nurse practitioner, dentist, or any other health professional like that, OTHER than for regular checkups. What about the rest of his/her life before the past year? / ¿Y durante el resto de su vida antes del último año?"
"('medhx_2r', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,Has she/he ever been to a doctor for any of these things…An Operation /Cirugías
"('medhx_1a', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,"During the past year, has your child been to see a doctor, nurse, nurse practitioner, dentist, or any other health professional like that, OTHER than for regular checkups? /En el último año? / ¿su niño(a) ha visto a un médico, enfermero(a), dentista o algún otro profesional similar de la salud, por algún motivo distinto a sus chequeos periódicos?"
"('medhx_2i', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,Has she/he ever been to a doctor for any of these things… Hearing Problem Problema Auditivo
"('medhx_2n', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,Has she/he ever been to a doctor for any of these things… Has she/he ever been to a doctor for any of these things…Problems with Vision (including the need for glasses) /Problemas de la vista (incluyendo la necesidad de lentes/gafas)
"('medhx_5a', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,"Has he/she been to the emergency room any time BEFORE this past year, that is, any other time in his/her whole life? / ¿Su niño(a) visitó la sala de emergencias en algún momento ANTES de este último año; es decir, en algún otro momento de su vida?"
"('medhx_5a', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,"Has he/she been to the emergency room any time BEFORE this past year, that is, any other time in his/her whole life? / ¿Su niño(a) visitó la sala de emergencias en algún momento ANTES de este último año; es decir, en algún otro momento de su vida?"
"('medhx_5a', 'baseline_year_1_arm_1')_6.0",0.0,Medical History,"Has he/she been to the emergency room any time BEFORE this past year, that is, any other time in his/her whole life? / ¿Su niño(a) visitó la sala de emergencias en algún momento ANTES de este último año; es decir, en algún otro momento de su vida?"
"('medhx_6a', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,Has she/he ever been to a doctor for any of these things… Broken Bones Fracturas
"('medhx_6a', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,Has she/he ever been to a doctor for any of these things… Broken Bones Fracturas
"('medhx_6b', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Sprains /Esguinces"
"('medhx_6f', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Falls/ Caídas"
"('medhx_2q', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,Has she/he ever been to a doctor for any of these things…Very Bad Headaches /Dolores de cabeza muy intensos
"('medhx_6b', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Sprains /Esguinces"
"('medhx_6c', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Cuts or Scrapes /Cortadas o rasguños"
"('medhx_1a', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,"During the past year, has your child been to see a doctor, nurse, nurse practitioner, dentist, or any other health professional like that, OTHER than for regular checkups? /En el último año? / ¿su niño(a) ha visto a un médico, enfermero(a), dentista o algún otro profesional similar de la salud, por algún motivo distinto a sus chequeos periódicos?"
"('medhx_2h', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,Has she/he ever been to a doctor for any of these things… Epilepsy or Seizures Epilepsia o convulsiones
"('medhx_2o', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,Has she/he ever been to a doctor for any of these things… Problems with Heart Problemas del corazón
"('medhx_2q', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,Has she/he ever been to a doctor for any of these things…Very Bad Headaches /Dolores de cabeza muy intensos
"('sai_ss_tennis_nmonth_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Tennis: During the most active period, about how many months per year did your child participate?"
"('medhx_4a', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,Has he/she been to an emergency room in the past year? / ¿Su niño(a) ha visitado una sala de emergencias en el último año?
"('sai_ss_music_nyr_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Musical Instrument (Singing, Choir, Guitar, Piano, Drums, Violin, Flute, Band, Rock Band, Orchestra…): For how many years did your child participate in this activity?"
"('medhx_6f', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Falls/ Caídas"
"('fes_youth_q8', '1_year_follow_up_y_arm_1')_1.0",0.0,Parent Characteristics,Family members often try to one-up or outdo each other.
"('fes_youth_q7', 'baseline_year_1_arm_1')_1.0",0.0,Parent Characteristics,"If there's a disagreement in our family, we try hard to smooth things over and keep the peace."
"('fes_youth_q7', 'baseline_year_1_arm_1')_0.0",0.0,Parent Characteristics,"If there's a disagreement in our family, we try hard to smooth things over and keep the peace."
"('fes_youth_q7', '1_year_follow_up_y_arm_1')_1.0",0.0,Parent Characteristics,"If there's a disagreement in our family, we try hard to smooth things over and keep the peace."
"('fes_youth_q7', '1_year_follow_up_y_arm_1')_0.0",0.0,Parent Characteristics,"If there's a disagreement in our family, we try hard to smooth things over and keep the peace."
"('fes_youth_q6', 'baseline_year_1_arm_1')_1.0",0.0,Parent Characteristics,Family members sometimes hit each other.
"('fes_youth_q6', 'baseline_year_1_arm_1')_0.0",0.0,Parent Characteristics,Family members sometimes hit each other.
"('sai_ss_wpolo_nmonth_p', 'baseline_year_1_arm_1')_8.0",0.0,Extracurricular,"Swimming, Water Polo: During the most active period, about how many months per year did your child participate?"
"('sai_ss_wpolo_nmonth_p', 'baseline_year_1_arm_1')_9.0",0.0,Extracurricular,"Swimming, Water Polo: During the most active period, about how many months per year did your child participate?"
"('fes_youth_q6', '1_year_follow_up_y_arm_1')_1.0",0.0,Parent Characteristics,Family members sometimes hit each other.
"('fes_youth_q6', '1_year_follow_up_y_arm_1')_0.0",0.0,Parent Characteristics,Family members sometimes hit each other.
"('sai_ss_wpolo_nmonth_p', 'baseline_year_1_arm_1')_10.0",0.0,Extracurricular,"Swimming, Water Polo: During the most active period, about how many months per year did your child participate?"
"('fes_youth_q5', 'baseline_year_1_arm_1')_1.0",0.0,Parent Characteristics,Family members often criticize each other.
"('fes_youth_q5', 'baseline_year_1_arm_1')_0.0",0.0,Parent Characteristics,Family members often criticize each other.
"('fes_youth_q5', '1_year_follow_up_y_arm_1')_1.0",0.0,Parent Characteristics,Family members often criticize each other.
"('fes_youth_q5', '1_year_follow_up_y_arm_1')_0.0",0.0,Parent Characteristics,Family members often criticize each other.
"('fes_youth_q4', 'baseline_year_1_arm_1')_1.0",0.0,Parent Characteristics,Family members hardly ever lose their tempers.
"('fes_youth_q4', 'baseline_year_1_arm_1')_0.0",0.0,Parent Characteristics,Family members hardly ever lose their tempers.
"('fes_youth_q4', '1_year_follow_up_y_arm_1')_1.0",0.0,Parent Characteristics,Family members hardly ever lose their tempers.
"('fes_youth_q4', '1_year_follow_up_y_arm_1')_0.0",0.0,Parent Characteristics,Family members hardly ever lose their tempers.
"('fes_youth_q3', 'baseline_year_1_arm_1')_1.0",0.0,Parent Characteristics,Family members sometimes get so angry they throw things.
"('fes_youth_q3', 'baseline_year_1_arm_1')_0.0",0.0,Parent Characteristics,Family members sometimes get so angry they throw things.
"('fes_youth_q3', '1_year_follow_up_y_arm_1')_1.0",0.0,Parent Characteristics,Family members sometimes get so angry they throw things.
"('fes_youth_q3', '1_year_follow_up_y_arm_1')_0.0",0.0,Parent Characteristics,Family members sometimes get so angry they throw things.
"('fes_youth_q8', '1_year_follow_up_y_arm_1')_0.0",0.0,Parent Characteristics,Family members often try to one-up or outdo each other.
"('sai_ss_wpolo_nmonth_p', 'baseline_year_1_arm_1')_6.0",0.0,Extracurricular,"Swimming, Water Polo: During the most active period, about how many months per year did your child participate?"
"('fes_youth_q2', 'baseline_year_1_arm_1')_1.0",0.0,Parent Characteristics,Family members rarely become openly angry.
"('fes_youth_q8', 'baseline_year_1_arm_1')_0.0",0.0,Parent Characteristics,Family members often try to one-up or outdo each other.
"('ple_financial_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Life Events,Negative change in parent's financial situation? ¿Un cambio negativo en la situación financiera de los padres?
"('ple_friend_injur_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Life Events,Close friend was seriously sick/injured? ¿Un amigo cercano estaba gravemente enfermo / herido?
"('ple_friend_injur_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Life Events,Close friend was seriously sick/injured? ¿Un amigo cercano estaba gravemente enfermo / herido?
"('ple_friend_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Life Events,Lost a close friend? ¿Perdió a un amigo cercano?
"('ple_friend_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Life Events,Lost a close friend? ¿Perdió a un amigo cercano?
"('ple_crime_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Life Events,Saw crime or accident? ¿Vió un crimen o un accidente?
"('ple_crime_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Life Events,Saw crime or accident? ¿Vió un crimen o un accidente?
"('ple_injured_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Life Events,Family member was seriously injured? ¿Un miembro de la familia ha sido gravemente herido?
"('ple_injured_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Life Events,Family member was seriously injured? ¿Un miembro de la familia ha sido gravemente herido?
"('ple_died_p', '1_year_follow_up_y_arm_1')_1.0",0.0,Life Events,Someone in family died? ¿Alguien en la familia murió?
"('ple_died_p', '1_year_follow_up_y_arm_1')_0.0",0.0,Life Events,Someone in family died? ¿Alguien en la familia murió?
"('sai_ss_wpolo_nmonth_p', 'baseline_year_1_arm_1')_1.0",0.0,Extracurricular,"Swimming, Water Polo: During the most active period, about how many months per year did your child participate?"
"('sai_ss_wpolo_nmonth_p', 'baseline_year_1_arm_1')_2.0",0.0,Extracurricular,"Swimming, Water Polo: During the most active period, about how many months per year did your child participate?"
"('sai_ss_wpolo_nmonth_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Swimming, Water Polo: During the most active period, about how many months per year did your child participate?"
"('ple_p_select_language___1', '1_year_follow_up_y_arm_1')_1.0",0.0,Life Events,"¿Español? (1, Sí)"
"('ple_p_select_language___1', '1_year_follow_up_y_arm_1')_0.0",0.0,Life Events,"¿Español? (1, Sí)"
"('fes_youth_q9', 'baseline_year_1_arm_1')_1.0",0.0,Parent Characteristics,"In our family, we believe you don't ever get anywhere by raising your voice."
"('fes_youth_q9', 'baseline_year_1_arm_1')_0.0",0.0,Parent Characteristics,"In our family, we believe you don't ever get anywhere by raising your voice."
"('fes_youth_q9', '1_year_follow_up_y_arm_1')_1.0",0.0,Parent Characteristics,"In our family, we believe you don't ever get anywhere by raising your voice."
"('fes_youth_q9', '1_year_follow_up_y_arm_1')_0.0",0.0,Parent Characteristics,"In our family, we believe you don't ever get anywhere by raising your voice."
"('sai_ss_wpolo_nmonth_p', 'baseline_year_1_arm_1')_4.0",0.0,Extracurricular,"Swimming, Water Polo: During the most active period, about how many months per year did your child participate?"
"('sai_ss_wpolo_nmonth_p', 'baseline_year_1_arm_1')_5.0",0.0,Extracurricular,"Swimming, Water Polo: During the most active period, about how many months per year did your child participate?"
"('fes_youth_q8', 'baseline_year_1_arm_1')_1.0",0.0,Parent Characteristics,Family members often try to one-up or outdo each other.
"('sai_ss_wpolo_nmonth_p', 'baseline_year_1_arm_1')_12.0",0.0,Extracurricular,"Swimming, Water Polo: During the most active period, about how many months per year did your child participate?"
"('fes_youth_q2', 'baseline_year_1_arm_1')_0.0",0.0,Parent Characteristics,Family members rarely become openly angry.
"('sai_ss_wpolo_tspent_p', 'baseline_year_1_arm_1')_5.0",0.0,Extracurricular,"Swimming, Water Polo: About how many minutes per session?"
"('medhx_6t', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Other /Otro hospitalization reasons"
"('medhx_6t', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Other /Otro hospitalization reasons"
"('medhx_6p', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Seizure/ Convulsión"
"('medhx_6p', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Seizure/ Convulsión"
"('sai_ss_wpolo_perwk_p', 'baseline_year_1_arm_1')_4.0",0.0,Extracurricular,"Swimming, Water Polo: About how many days per week?"
"('medhx_6n', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Animal Bite/ Mordedura de animal"
"('medhx_6n', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Animal Bite/ Mordedura de animal"
"('medhx_6m', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Broken Teeth/ Dientes rotos"
"('medhx_6m', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Broken Teeth/ Dientes rotos"
"('medhx_6l', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,"Since we last saw you, has she/he been to a doctor for any of these things? Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Asthma Attack/ Ataque de asma"
"('sai_ss_wpolo_perwk_p', 'baseline_year_1_arm_1')_5.0",0.0,Extracurricular,"Swimming, Water Polo: About how many days per week?"
"('medhx_6l', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,"Since we last saw you, has she/he been to a doctor for any of these things? Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Asthma Attack/ Ataque de asma"
"('medhx_6k', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Bruises /Moretones"
"('medhx_6k', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Bruises /Moretones"
"('medhx_6j', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Knocked Unconscious/ Pérdida del conocimiento"
"('medhx_6j', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Knocked Unconscious/ Pérdida del conocimiento"
"('medhx_6i', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Head Injury /Lesión en la cabeza"
"('medhx_6i', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...Head Injury /Lesión en la cabeza"
"('medhx_6h', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...High Fever /Fiebre alta"
"('sai_ss_wpolo_tspent_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Swimming, Water Polo: About how many minutes per session?"
"('medhx_6h', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,"Has he/she ever been to a doctor, a nurse, nurse practitioner, the emergency room or a clinic because any of these things happened...High Fever /Fiebre alta"
"('sai_ss_wpolo_tspent_p', 'baseline_year_1_arm_1')_2.0",0.0,Extracurricular,"Swimming, Water Polo: About how many minutes per session?"
"('sai_ss_wpolo_tspent_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Swimming, Water Polo: About how many minutes per session?"
"('sai_ss_wpolo_tspent_p', 'baseline_year_1_arm_1')_4.0",0.0,Extracurricular,"Swimming, Water Polo: About how many minutes per session?"
"('sai_ss_wpolo_perwk_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Swimming, Water Polo: About how many days per week?"
"('medhx_8a', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,Has he/she ever been in the hospital overnight or longer? / ¿Él/ella ha pasado una noche o más  en el hospital?
"('fes_youth_q2', '1_year_follow_up_y_arm_1')_1.0",0.0,Parent Characteristics,Family members rarely become openly angry.
"('medhx_8a', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,Has he/she ever been in the hospital overnight or longer? / ¿Él/ella ha pasado una noche o más  en el hospital?
"('fes_youth_q2', '1_year_follow_up_y_arm_1')_0.0",0.0,Parent Characteristics,Family members rarely become openly angry.
"('fes_youth_q1', 'baseline_year_1_arm_1')_1.0",0.0,Parent Characteristics,We fight a lot in our family.
"('fes_youth_q1', 'baseline_year_1_arm_1')_0.0",0.0,Parent Characteristics,We fight a lot in our family.
"('fes_youth_q1', '1_year_follow_up_y_arm_1')_1.0",0.0,Parent Characteristics,We fight a lot in our family.
"('fes_youth_q1', '1_year_follow_up_y_arm_1')_0.0",0.0,Parent Characteristics,We fight a lot in our family.
"('medhx_ss_5b_p', 'baseline_year_1_arm_1')_4.0",0.0,Medical History,How many times did s(he) go to the emergency room before the past year?
"('medhx_ss_5b_p', 'baseline_year_1_arm_1')_3.0",0.0,Medical History,How many times did s(he) go to the emergency room before the past year?
"('medhx_ss_5b_p', 'baseline_year_1_arm_1')_2.0",0.0,Medical History,How many times did s(he) go to the emergency room before the past year?
"('medhx_ss_5b_p', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,How many times did s(he) go to the emergency room before the past year?
"('medhx_ss_5b_p', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,How many times did s(he) go to the emergency room before the past year?
"('sai_ss_wpolo_perwk_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Swimming, Water Polo: About how many days per week?"
"('medhx_ss_4b_p', 'baseline_year_1_arm_1')_3.0",0.0,Medical History,How many times has he/she been to the emergency room in that past year?
"('medhx_ss_4b_p', 'baseline_year_1_arm_1')_2.0",0.0,Medical History,How many times has he/she been to the emergency room in that past year?
"('medhx_ss_4b_p', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,How many times has he/she been to the emergency room in that past year?
"('medhx_ss_4b_p', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,How many times has he/she been to the emergency room in that past year?
"('medhx_12', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,How about the difference between blue and yellow? / ¿Qué tal la diferencia entre el azul y el amarillo?
"('medhx_12', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,How about the difference between blue and yellow? / ¿Qué tal la diferencia entre el azul y el amarillo?
"('medhx_11', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,Is he/she able to see the difference between blue and green? / ¿Es su niño(a) capaz de ver la diferencia entre el azul y el verde?
"('sai_ss_wpolo_perwk_p', 'baseline_year_1_arm_1')_1.0",0.0,Extracurricular,"Swimming, Water Polo: About how many days per week?"
"('sai_ss_wpolo_perwk_p', 'baseline_year_1_arm_1')_2.0",0.0,Extracurricular,"Swimming, Water Polo: About how many days per week?"
"('medhx_11', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,Is he/she able to see the difference between blue and green? / ¿Es su niño(a) capaz de ver la diferencia entre el azul y el verde?
"('medhx_9a', 'baseline_year_1_arm_1')_1.0",0.0,Medical History,Has he/she ever had general anesthesia or sedation for any surgery or procedure? / ¿Alguna vez él/ella ha estado bajo anestesia general o sedación para alguna cirugía o procedimiento?
"('medhx_9a', 'baseline_year_1_arm_1')_0.0",0.0,Medical History,Has he/she ever had general anesthesia or sedation for any surgery or procedure? / ¿Alguna vez él/ella ha estado bajo anestesia general o sedación para alguna cirugía o procedimiento?
"('ple_new_job_y', '1_year_follow_up_y_arm_1')_1.0",0.0,Life Events,Parent/caregiver got a new job?
"('ple_injur_y', '1_year_follow_up_y_arm_1')_1.0",0.0,Life Events,You got seriously injured?
"('ple_new_job_y', '1_year_follow_up_y_arm_1')_0.0",0.0,Life Events,Parent/caregiver got a new job?
"('sai_ss_art_tspent_p', 'baseline_year_1_arm_1')_1.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: About how many minutes per session?"
"('sai_ss_vball_perwk_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,Volleyball
"('sai_ss_vball_perwk_p', 'baseline_year_1_arm_1')_2.0",0.0,Extracurricular,Volleyball
"('sai_ss_vball_tspent_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,Volleyball
"('sai_ss_crafts_nyr_p', 'baseline_year_1_arm_1')_1.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes: For how many years did your child participate in this activity?"
"('sai_ss_crafts_nyr_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes: For how many years did your child participate in this activity?"
"('sai_ss_drama_tspent_p', 'baseline_year_1_arm_1')_6.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: About how many minutes per session?"
"('sai_ss_drama_tspent_p', 'baseline_year_1_arm_1')_5.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: About how many minutes per session?"
"('sai_ss_drama_tspent_p', 'baseline_year_1_arm_1')_4.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: About how many minutes per session?"
"('sai_ss_vball_tspent_p', 'baseline_year_1_arm_1')_4.0",0.0,Extracurricular,Volleyball
"('sai_ss_drama_tspent_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: About how many minutes per session?"
"('sai_ss_drama_perwk_p', 'baseline_year_1_arm_1')_5.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: About how many days per week?"
"('sai_ss_drama_perwk_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: About how many days per week?"
"('sai_ss_drama_perwk_p', 'baseline_year_1_arm_1')_2.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: About how many days per week?"
"('sai_ss_drama_perwk_p', 'baseline_year_1_arm_1')_1.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: About how many days per week?"
"('sai_ss_drama_perwk_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: About how many days per week?"
"('sai_ss_drama_nmonth_p', 'baseline_year_1_arm_1')_6.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: During the most active period, about how many months per year did your child participate?"
"('sai_ss_drama_nmonth_p', 'baseline_year_1_arm_1')_4.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: During the most active period, about how many months per year did your child participate?"
"('sai_ss_drama_nmonth_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: During the most active period, about how many months per year did your child participate?"
"('sai_ss_drama_nmonth_p', 'baseline_year_1_arm_1')_2.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: During the most active period, about how many months per year did your child participate?"
"('sai_ss_drama_nmonth_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: During the most active period, about how many months per year did your child participate?"
"('sai_ss_drama_nyr_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: For how many years did your child participate in this activity?"
"('sai_ss_drama_nyr_p', 'baseline_year_1_arm_1')_2.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: For how many years did your child participate in this activity?"
"('sai_ss_drama_nyr_p', 'baseline_year_1_arm_1')_1.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: For how many years did your child participate in this activity?"
"('sai_ss_drama_nyr_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Drama, Theater, Acting, Film: For how many years did your child participate in this activity?"
"('sai_ss_art_tspent_p', 'baseline_year_1_arm_1')_5.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: About how many minutes per session?"
"('sai_ss_art_tspent_p', 'baseline_year_1_arm_1')_4.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: About how many minutes per session?"
"('sai_ss_art_tspent_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Drawing, Painting, Graphic Art, Photography, Pottery, Sculpting: About how many minutes per session?"
"('sai_ss_vball_nmonth_p', 'baseline_year_1_arm_1')_0.0",0.0,Extracurricular,"Volleyball: During the most active period, about how many months per year did your child participate?"
"('sai_ss_crafts_nyr_p', 'baseline_year_1_arm_1')_2.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes: For how many years did your child participate in this activity?"
"('sai_ss_crafts_nyr_p', 'baseline_year_1_arm_1')_3.0",0.0,Extracurricular,"Crafts like Knitting, Building Model Cars or Airplanes: For how many years did your child participate in this activity?"
"('sai_ss_chess_nyr_p', 'baseline_year_1_arm_1')_1.0",0.0,Extracurricular,"Competitive Games like Chess, Cards, or Darts: For how many years did your child participate in this activity?"
